0	0	0.06438631790744466	0.06438631790744466	0.0925553319919517	0.06438631790744466	0.12072434607645875	0.05030181086519115	0.05030181086519115	0.05030181086519115	0.07847082494969819	0.07847082494969819	0.06438631790744466	0.10663983903420522	0.05030181086519115	0.06438631790744466
1	1	0.03571428571428572	0.06571428571428571	0.045714285714285714	0.03571428571428572	0.17571428571428574	0.05571428571428571	0.0757142857142857	0.1057142857142857	0.03571428571428572	0.1457142857142857	0.08571428571428572	0.05571428571428571	0.045714285714285714	0.03571428571428572
2	2	0.05357142857142857	0.034340659340659344	0.0728021978021978	0.09203296703296703	0.1304945054945055	0.034340659340659344	0.034340659340659344	0.06318681318681318	0.05357142857142857	0.0728021978021978	0.1881868131868132	0.08241758241758242	0.034340659340659344	0.05357142857142857
3	3	0.07047619047619047	0.037142857142857144	0.05047619047619047	0.2238095238095238	0.043809523809523805	0.1304761904761905	0.030476190476190476	0.02380952380952381	0.07047619047619047	0.030476190476190476	0.030476190476190476	0.05047619047619047	0.1838095238095238	0.02380952380952381
4	4	0.10849909584086799	0.0705244122965642	0.10849909584086799	0.045207956600361664	0.10849909584086799	0.045207956600361664	0.10849909584086799	0.05786618444846293	0.12115732368896925	0.045207956600361664	0.045207956600361664	0.045207956600361664	0.045207956600361664	0.045207956600361664
5	5	0.06738544474393532	0.06738544474393532	0.08625336927223719	0.10512129380053908	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532	0.06738544474393532
6	6	0.03536067892503536	0.14427157001414426	0.07496463932107496	0.07496463932107496	0.03536067892503536	0.12446958981612447	0.05516265912305516	0.06506364922206506	0.05516265912305516	0.07496463932107496	0.05516265912305516	0.08486562942008487	0.045261669024045256	0.07496463932107496
7	7	0.05952380952380953	0.07619047619047618	0.09285714285714285	0.05952380952380953	0.07619047619047618	0.05952380952380953	0.05952380952380953	0.07619047619047618	0.05952380952380953	0.14285714285714285	0.05952380952380953	0.05952380952380953	0.05952380952380953	0.05952380952380953
8	8	0.03968253968253969	0.11746031746031746	0.0619047619047619	0.050793650793650794	0.050793650793650794	0.03968253968253969	0.073015873015873	0.12857142857142856	0.050793650793650794	0.0619047619047619	0.12857142857142856	0.09523809523809523	0.050793650793650794	0.050793650793650794
9	9	0.047619047619047616	0.030525030525030528	0.03907203907203907	0.2869352869352869	0.03907203907203907	0.030525030525030528	0.0647130647130647	0.047619047619047616	0.08180708180708181	0.115995115995116	0.030525030525030528	0.07326007326007326	0.08180708180708181	0.030525030525030528
10	10	0.08163265306122448	0.06377551020408163	0.08163265306122448	0.08163265306122448	0.06377551020408163	0.06377551020408163	0.06377551020408163	0.06377551020408163	0.08163265306122448	0.06377551020408163	0.06377551020408163	0.08163265306122448	0.06377551020408163	0.08163265306122448
11	11	0.04355400696864112	0.05574912891986063	0.06794425087108014	0.05574912891986063	0.06794425087108014	0.04355400696864112	0.15331010452961671	0.04355400696864112	0.17770034843205573	0.04355400696864112	0.04355400696864112	0.08013937282229965	0.04355400696864112	0.08013937282229965
12	12	0.05526590198123044	0.03336809176225235	0.047966631908237745	0.07716371220020855	0.02606882168925965	0.29614181438998954	0.05526590198123044	0.02606882168925965	0.040667361835245046	0.047966631908237745	0.07716371220020855	0.12825860271115747	0.040667361835245046	0.047966631908237745
13	13	0.04578754578754579	0.07142857142857142	0.04578754578754579	0.04578754578754579	0.04578754578754579	0.07142857142857142	0.13553113553113552	0.08424908424908424	0.08424908424908424	0.07142857142857142	0.05860805860805861	0.07142857142857142	0.09706959706959707	0.07142857142857142
14	14	0.06968641114982578	0.053426248548199766	0.11033681765389082	0.06968641114982578	0.053426248548199766	0.045296167247386755	0.053426248548199766	0.045296167247386755	0.06155632984901278	0.1916376306620209	0.15098722415795587	0.029036004645760744	0.03716608594657375	0.029036004645760744
15	15	0.056851311953352766	0.03644314868804665	0.04664723032069971	0.056851311953352766	0.09766763848396501	0.13848396501457727	0.03644314868804665	0.16909620991253646	0.03644314868804665	0.04664723032069971	0.09766763848396501	0.06705539358600583	0.03644314868804665	0.07725947521865889
16	16	0.13437057991513437	0.06506364922206506	0.03536067892503536	0.03536067892503536	0.14427157001414426	0.045261669024045256	0.06506364922206506	0.06506364922206506	0.05516265912305516	0.03536067892503536	0.05516265912305516	0.06506364922206506	0.11456859971711457	0.08486562942008487
17	17	0.04395604395604395	0.1401098901098901	0.034340659340659344	0.034340659340659344	0.04395604395604395	0.04395604395604395	0.1881868131868132	0.04395604395604395	0.09203296703296703	0.034340659340659344	0.05357142857142857	0.08241758241758242	0.09203296703296703	0.0728021978021978
18	18	0.03778040141676505	0.06257378984651711	0.11216056670602124	0.06257378984651711	0.1617473435655254	0.0295159386068477	0.03778040141676505	0.10389610389610389	0.04604486422668241	0.13695395513577333	0.07083825265643447	0.05430932703659976	0.03778040141676505	0.04604486422668241
19	19	0.04302925989672978	0.05507745266781411	0.10327022375215146	0.07917383820998279	0.07917383820998279	0.04302925989672978	0.04302925989672978	0.05507745266781411	0.10327022375215146	0.06712564543889844	0.10327022375215146	0.04302925989672978	0.13941480206540446	0.04302925989672978
20	20	0.0585480093676815	0.07494145199063232	0.0585480093676815	0.0585480093676815	0.0585480093676815	0.0585480093676815	0.1405152224824356	0.0585480093676815	0.0585480093676815	0.0585480093676815	0.09133489461358313	0.09133489461358313	0.0585480093676815	0.07494145199063232
21	21	0.20746132848043675	0.06733393994540492	0.035486806187443126	0.04185623293903549	0.02911737943585077	0.02911737943585077	0.08007279344858963	0.02911737943585077	0.048225659690627844	0.035486806187443126	0.048225659690627844	0.04185623293903549	0.23930846223839852	0.06733393994540492
22	22	0.07330827067669173	0.07330827067669173	0.08646616541353383	0.04699248120300752	0.04699248120300752	0.06015037593984962	0.06015037593984962	0.07330827067669173	0.16541353383458646	0.04699248120300752	0.04699248120300752	0.04699248120300752	0.04699248120300752	0.12593984962406016
23	23	0.01513317191283293	0.06174334140435835	0.03631961259079903	0.03208232445520581	0.01513317191283293	0.02360774818401937	0.01513317191283293	0.12106537530266344	0.04479418886198547	0.01513317191283293	0.15920096852300242	0.03208232445520581	0.019370460048426148	0.4092009685230024
24	24	0.06403940886699507	0.09852216748768472	0.06403940886699507	0.052545155993431854	0.04105090311986864	0.07553366174055828	0.04105090311986864	0.07553366174055828	0.0870279146141215	0.1330049261083744	0.052545155993431854	0.11001642036124794	0.052545155993431854	0.052545155993431854
25	25	0.07738095238095238	0.09126984126984126	0.13293650793650794	0.04960317460317461	0.04960317460317461	0.04960317460317461	0.06349206349206349	0.04960317460317461	0.06349206349206349	0.13293650793650794	0.07738095238095238	0.06349206349206349	0.04960317460317461	0.04960317460317461
