0	0	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	0.05685483870967742	0.024596774193548384	0.024596774193548384	4.032258064516129E-4	0.18588709677419354	0.09717741935483871	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	0.42782258064516127	4.032258064516129E-4	4.032258064516129E-4	4.032258064516129E-4	0.1778225806451613
1	1	3.7313432835820896E-4	3.7313432835820896E-4	3.7313432835820896E-4	0.060074626865671645	3.7313432835820896E-4	0.037686567164179105	3.7313432835820896E-4	0.11977611940298508	0.015298507462686566	3.7313432835820896E-4	0.06753731343283582	3.7313432835820896E-4	3.7313432835820896E-4	0.06753731343283582	3.7313432835820896E-4	0.14216417910447762	0.13470149253731345	3.7313432835820896E-4	0.015298507462686566	0.33619402985074626
2	2	1.5384615384615385E-4	1.5384615384615385E-4	1.5384615384615385E-4	1.5384615384615385E-4	0.003230769230769231	0.16938461538461538	1.5384615384615385E-4	0.26169230769230767	0.08938461538461538	0.09246153846153847	0.027846153846153847	0.034	1.5384615384615385E-4	1.5384615384615385E-4	1.5384615384615385E-4	0.23092307692307693	0.0063076923076923076	1.5384615384615385E-4	0.003230769230769231	0.08015384615384616
3	3	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	0.14862637362637363	2.747252747252747E-4	0.055219780219780225	0.5771978021978021	0.027747252747252746	0.03324175824175824	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	2.747252747252747E-4	0.15412087912087913
4	4	0.0016129032258064516	0.0016129032258064516	0.03387096774193549	0.0661290322580645	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.6467741935483872	0.13064516129032258	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.0016129032258064516	0.09838709677419354
5	5	0.015217391304347827	7.246376811594203E-4	7.246376811594203E-4	7.246376811594203E-4	7.246376811594203E-4	7.246376811594203E-4	7.246376811594203E-4	0.05869565217391304	0.7253623188405797	7.246376811594203E-4	7.246376811594203E-4	0.015217391304347827	7.246376811594203E-4	7.246376811594203E-4	0.07318840579710145	0.08768115942028985	7.246376811594203E-4	7.246376811594203E-4	7.246376811594203E-4	0.015217391304347827
6	6	5.263157894736842E-4	5.263157894736842E-4	5.263157894736842E-4	0.06368421052631579	5.263157894736842E-4	5.263157894736842E-4	5.263157894736842E-4	0.23210526315789473	0.1794736842105263	5.263157894736842E-4	0.06368421052631579	5.263157894736842E-4	0.08473684210526317	0.01105263157894737	5.263157894736842E-4	5.263157894736842E-4	0.10578947368421053	5.263157894736842E-4	5.263157894736842E-4	0.25315789473684214
7	7	0.08437499999999999	0.0010416666666666667	0.04270833333333333	0.0010416666666666667	0.0010416666666666667	0.0010416666666666667	0.0010416666666666667	0.0010416666666666667	0.10520833333333333	0.0010416666666666667	0.0010416666666666667	0.0010416666666666667	0.6260416666666667	0.0010416666666666667	0.0010416666666666667	0.08437499999999999	0.021875000000000002	0.0010416666666666667	0.0010416666666666667	0.021875000000000002
8	8	0.027981651376146787	4.5871559633027525E-4	0.00963302752293578	4.5871559633027525E-4	4.5871559633027525E-4	0.17477064220183486	4.5871559633027525E-4	0.5509174311926606	0.18394495412844036	4.5871559633027525E-4	4.5871559633027525E-4	4.5871559633027525E-4	0.027981651376146787	4.5871559633027525E-4	4.5871559633027525E-4	4.5871559633027525E-4	4.5871559633027525E-4	4.5871559633027525E-4	0.018807339449541282	4.5871559633027525E-4
9	9	2.100840336134454E-4	2.100840336134454E-4	2.100840336134454E-4	2.100840336134454E-4	0.0842436974789916	0.30693277310924366	0.00861344537815126	0.3615546218487395	0.03802521008403362	2.100840336134454E-4	0.02542016806722689	2.100840336134454E-4	2.100840336134454E-4	2.100840336134454E-4	2.100840336134454E-4	0.04642857142857143	2.100840336134454E-4	2.100840336134454E-4	2.100840336134454E-4	0.12626050420168067
