0	0	0.23478260869565218	0.13043478260869565	0.12173913043478261	0.3739130434782609	0.1391304347826087
1	1	0.22522522522522523	0.3153153153153153	0.21621621621621623	0.11711711711711711	0.12612612612612611
2	2	0.1348314606741573	0.1797752808988764	0.29213483146067415	0.23595505617977527	0.15730337078651685
3	3	0.363265306122449	0.11836734693877551	0.17551020408163265	0.23673469387755103	0.10612244897959183
4	4	0.5166666666666667	0.11666666666666667	0.10833333333333334	0.15	0.10833333333333334
5	5	0.2328767123287671	0.1643835616438356	0.1780821917808219	0.2602739726027397	0.1643835616438356
6	6	0.13953488372093023	0.1744186046511628	0.3488372093023256	0.1511627906976744	0.18604651162790697
7	7	0.17045454545454544	0.2159090909090909	0.18181818181818182	0.2840909090909091	0.14772727272727273
8	8	0.11224489795918367	0.15816326530612246	0.17346938775510204	0.1836734693877551	0.37244897959183676
9	9	0.16216216216216217	0.12612612612612611	0.34234234234234234	0.18018018018018017	0.1891891891891892
10	10	0.15584415584415584	0.16883116883116883	0.14285714285714285	0.3116883116883117	0.22077922077922077
11	11	0.1513157894736842	0.17105263157894737	0.16447368421052633	0.17763157894736842	0.3355263157894737
12	12	0.21739130434782608	0.19130434782608696	0.20869565217391303	0.13043478260869565	0.25217391304347825
13	13	0.29896907216494845	0.13402061855670103	0.13402061855670103	0.26804123711340205	0.16494845360824742
14	14	0.15584415584415584	0.18181818181818182	0.14285714285714285	0.2987012987012987	0.22077922077922077
15	15	0.20588235294117646	0.23529411764705882	0.17647058823529413	0.20588235294117646	0.17647058823529413
16	16	0.25925925925925924	0.2222222222222222	0.19753086419753085	0.13580246913580246	0.18518518518518517
17	17	0.21333333333333335	0.16	0.2	0.18666666666666668	0.24
18	18	0.17073170731707318	0.21951219512195122	0.17073170731707318	0.14634146341463414	0.2926829268292683
19	19	0.19205298013245034	0.23841059602649006	0.23178807947019867	0.11920529801324503	0.2185430463576159
20	20	0.1917808219178082	0.1506849315068493	0.136986301369863	0.1917808219178082	0.3287671232876712
21	21	0.13227513227513227	0.13227513227513227	0.36507936507936506	0.31216931216931215	0.0582010582010582
22	22	0.275	0.1875	0.2	0.15	0.1875
23	23	0.08536585365853659	0.5487804878048781	0.13414634146341464	0.13414634146341464	0.0975609756097561
24	24	0.1368421052631579	0.2631578947368421	0.16842105263157894	0.23157894736842105	0.2
25	25	0.22077922077922077	0.19480519480519481	0.15584415584415584	0.19480519480519481	0.23376623376623376
