0	0	0.5466666666666666	0.4533333333333333
1	1	0.6213592233009708	0.3786407766990291
2	2	0.6407766990291263	0.3592233009708738
3	3	0.29651162790697677	0.7034883720930233
4	4	0.5384615384615384	0.46153846153846156
5	5	0.5	0.5
6	6	0.38095238095238093	0.6190476190476191
7	7	0.42424242424242425	0.5757575757575758
8	8	0.625	0.375
9	9	0.49166666666666664	0.5083333333333333
10	10	0.43548387096774194	0.5645161290322581
11	11	0.5833333333333334	0.4166666666666667
12	12	0.345679012345679	0.654320987654321
13	13	0.6333333333333333	0.36666666666666664
14	14	0.5	0.5
15	15	0.49230769230769234	0.5076923076923077
16	16	0.504950495049505	0.49504950495049505
17	17	0.4457831325301205	0.5542168674698795
18	18	0.5945945945945946	0.40540540540540543
19	19	0.4642857142857143	0.5357142857142857
20	20	0.6354166666666666	0.3645833333333333
21	21	0.3063583815028902	0.6936416184971098
22	22	0.52	0.48
23	23	0.6771653543307087	0.3228346456692913
24	24	0.5238095238095238	0.47619047619047616
25	25	0.4444444444444444	0.5555555555555556
