0	0	0.5633802816901409	0.43661971830985913
1	1	0.4034090909090909	0.5965909090909091
2	2	0.5490196078431373	0.45098039215686275
3	3	0.6428571428571429	0.35714285714285715
4	4	0.6144578313253012	0.3855421686746988
5	5	0.5492957746478874	0.4507042253521127
6	6	0.40384615384615385	0.5961538461538461
7	7	0.4642857142857143	0.5357142857142857
8	8	0.3942857142857143	0.6057142857142858
9	9	0.652542372881356	0.3474576271186441
10	10	0.4153846153846154	0.5846153846153846
11	11	0.64	0.36
12	12	0.3063583815028902	0.6936416184971098
13	13	0.53125	0.46875
14	14	0.35668789808917195	0.643312101910828
15	15	0.4473684210526316	0.5526315789473685
16	16	0.6442307692307693	0.3557692307692308
17	17	0.5555555555555556	0.4444444444444444
18	18	0.5106382978723404	0.48936170212765956
19	19	0.6339869281045751	0.3660130718954248
20	20	0.5166666666666667	0.48333333333333334
21	21	0.6983240223463687	0.3016759776536313
22	22	0.5555555555555556	0.4444444444444444
23	23	0.4188679245283019	0.5811320754716981
24	24	0.4368932038834951	0.5631067961165048
25	25	0.4117647058823529	0.5882352941176471
