0	0	0.4788732394366197	0.5211267605633803
1	1	0.42	0.58
2	2	0.5480769230769231	0.4519230769230769
3	3	0.30666666666666664	0.6933333333333334
4	4	0.4177215189873418	0.5822784810126582
5	5	0.4716981132075472	0.5283018867924528
6	6	0.5445544554455446	0.45544554455445546
7	7	0.45	0.55
8	8	0.6555555555555556	0.34444444444444444
9	9	0.3076923076923077	0.6923076923076923
10	10	0.5	0.5
11	11	0.43902439024390244	0.5609756097560976
12	12	0.6423357664233577	0.35766423357664234
13	13	0.4358974358974359	0.5641025641025641
14	14	0.5284552845528455	0.4715447154471545
15	15	0.5102040816326531	0.4897959183673469
16	16	0.39603960396039606	0.6039603960396039
17	17	0.41346153846153844	0.5865384615384616
18	18	0.4214876033057851	0.5785123966942148
19	19	0.42168674698795183	0.5783132530120482
20	20	0.4426229508196721	0.5573770491803278
21	21	0.27388535031847133	0.7261146496815286
22	22	0.5	0.5
23	23	0.8389830508474576	0.16101694915254236
24	24	0.5172413793103449	0.4827586206896552
25	25	0.5	0.5
